Feature	DE41NGSUKBR126214	DE68NGSUKBR126213	DE14NGSUKBR126215	DE03NGSUKBR126219	DE57NGSUKBR126217	DE95NGSUKBR126212	DE73NGSUKBR126220	DE84NGSUKBR126216	DE71NGSUKBR117720	DE87NGSUKBR117723
Polr3k	1.68256	10.9278	8.3118	0.64705	6.89506	2.99892	6.28973	6.53234	1.95018	3.86034
Polrmt	0.0842232	0.198785	2.51548	4.42092	2.09477	2.91072	0.0001	0.725905	2.4182	5.18096
Pom121	0.0001	0.0001	0.678993	3.67923	1.58935	2.33138	1.1508	3.56594	15.2333	14.5515
Pomc	0.0001	0.0001	0.0001	0.0001	0.0001	0.176501	0.0001	0.0001	0.702128	0.406442
Pomgnt1	0.0001	36.1607	5.57768	3.40389	3.31765	7.31701	4.43984	2.96311	4.79933	6.84914
Pomgnt2	4.79512	22.1535	4.70277	4.42092	2.26933	8.46735	6.38223	1.93558	10.3745	16.7617
Pomk	2.43967	8.04683	0.656287	1.18617	1.48383	1.05851	0.647562	1.57268	2.80821	2.74291
Pomp	16.1518	185.373	55.4479	33.1024	47.2986	46.7463	173.982	61.3306	23.791	44.4945
Pomt1	6.39346	2.48366	3.93722	2.1566	1.04744	3.52812	0.0001	0.725905	8.34643	11.9872
Pomt2	0.0001	7.35143	1.20311	0.107925	0.611046	3.08712	9.61954	0.0001	4.52428	2.74291
Pon2	5.97285	49.6559	18.6755	9.81217	20.9956	13.1457	13.0418	14.0356	13.2606	17.4106
Pon3	0.0001	1.78826	2.18739	4.42092	3.22939	0.617503	0.0001	1.81461	1.09214	4.26669
Pop1	0.168346	13.2126	9.8429	6.25395	5.76045	5.29213	15.2617	5.92751	13.1826	6.19681
Pop4	0.0001	8.54354	6.56197	1.83312	2.96755	4.49832	4.71733	0.846872	4.60228	4.1651
Pop5	3.28091	39.439	4.81213	5.93047	1.74566	5.64493	7.86214	0.96784	6.47436	9.95547
Pop7	0.0001	12.1199	3.3904	2.26442	2.09477	1.23491	15.6317	4.8388	0.936137	2.74291
Popdc2	13.1233	38.545	27.888	12.2922	22.4306	15.2588	10.1745	10.7662	12.0126	20.8251
Popdc3	0.0001	0.0001	1.74993	0.0001	0.174656	0.793904	0.0001	0.0001	0.312112	0.0001
Por	15.8994	39.5383	131.893	62.5386	99.846	28.4889	222.816	145.887	36.5836	64.2021
Porcn	7.06645	26.2265	3.60913	3.8818	2.88027	4.67472	6.75221	3.26622	7.87841	32.2027
Postn	14.4693	20.0673	23.7322	10.2435	13.8773	33.9573	2.40496	9.91943	32.6834	85.8398
Pot1a	5.8046	5.46393	2.40612	2.54409	1.74566	5.46853	0.277584	1.69364	5.38231	10.3618
Pot1b	0.0001	0.0001	0.0001	0.21575	0.349212	1.58771	0.0001	1.08881	5.69432	4.57144
Potegl	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.20253	0.0001	0.0001	0.0001
Pou1f1	8.41242	3.87445	3.17167	1.18617	2.70572	1.23491	0.0001	1.08881	1.63816	0.914369
Pou2f1	7.82356	35.366	43.5901	30.1208	50.563	42.0717	11.8394	31.1173	23.4767	24.5579
Pou2f2	14.301	4.86787	11.5927	7.54785	16.6358	5.46853	4.16236	11.613	7.33239	9.44754
Pou2f3	0.0001	0.0001	0.328193	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.711198
Pou3f1	0.0001	0.0001	6.12451	6.25395	2.53116	2.20511	0.740057	12.4597	4.83629	5.79047
Pou3f2	0.168346	0.0001	0.109464	0.21575	0.0001	0.088193	0.0001	0.604937	0.468119	0.0001
Pou3f3	1.34607	0.0001	0.109464	0.0001	1.30927	0.529303	0.0001	0.242035	1.09214	0.203271
Pou3f4	1.68256	0.0001	0.0001	0.0001	0.43649	0.264701	0.0001	0.725905	0.234109	0.812783
Pou4f1	0.0001	0.0001	0.0001	1.61747	0.087378	0.264701	0.0001	0.0001	0.858134	0.101685
Pou5f1	8.66479	0.0001	5.24959	4.42092	2.88027	3.35172	0.0001	5.92751	9.20446	6.90791
Pou5f2	0.0001	0.0994423	0.0001	0.0001	1.13471	3.96912	0.740057	0.0001	2.34019	2.43815
Pou6f1	19.9373	43.8098	22.9666	15.7425	23.3905	9.70214	8.87958	22.379	16.1467	19.5045
Pou6f2	0.0001	0.0001	1.64057	1.40182	0.349212	1.41131	0.0001	0.604937	0.390115	0.812783
Pp2d1	0.0001	9.80883	6.52112	2.59015	16.061	5.9362	0.000123572	1.63025	0.0001	0.586411
Ppa1	0.0001	29.3061	18.5921	13.3704	12.219	7.76174	26.2686	11.613	7.80041	10.3618
Ppa2	2.10318	11.7225	4.81213	2.80355	3.5785	2.46971	3.69988	1.57268	7.80041	8.83803
Ppan	0.168346	6.65604	5.03672	2.74024	7.08221	1.04457	8.87959	2.54042	0.468119	3.885
Ppara	0.0001	0.0001	6.99943	16.9286	12.83	5.64493	0.0001	9.55653	4.52428	7.51742
Ppard	14.0487	43.7107	31.8251	26.6329	33.7767	10.8488	9.80453	31.0887	5.92833	6.19681
Pparg	0.0001	0.993524	0.0001	0.0001	0.261934	0.0001	0.0001	0.0001	0.0001	0.508027
Ppargc1a	10.0949	11.3251	9.07735	10.1356	16.0592	21.962	1.7575	11.9759	15.2107	34.1328
Ppargc1b	49.8223	18.9745	31.9345	30.1911	29.9365	54.067	10.082	53.2258	53.5102	40.8374
Ppat	7.06645	7.35143	3.3904	2.1566	2.88027	2.73431	5.45729	2.90332	5.61632	8.3301
Ppcdc	10.852	19.7693	6.99942	2.1566	2.18205	12.419	0.647562	7.25815	7.17639	13.8157
Ppcs	2.86029	17.5837	2.07802	0.107925	1.48383	1.67591	1.94249	0.363002	2.88621	3.75876
Ppdpf	0.673086	28.5113	5.35896	3.23485	5.76045	6.79153	2.95993	3.99203	4.05626	5.38413
Ppef1	0.0001	0.0994423	0.109464	0.0001	0.0001	0.264701	0.0001	0.0001	0.312112	0.304856
Ppef2	0.0001	0.0001	0.0001	0.0001	0.87288	0.793904	0.0001	0.725905	0.390115	1.82864
Ppfia1	24.5641	25.8291	18.0463	18.3303	14.7501	19.8452	17.2041	27.9436	48.9861	41.0406
Ppfia2	3.6174	40.1279	1.74993	3.77398	3.84033	8.02634	3.32991	3.50816	8.73645	14.222
Ppfia3	2.1873	6.95406	1.96866	0.970525	1.22199	3.88092	5.73477	1.08881	6.00634	1.93022
Ppfia4	0.0001	17.2857	0.875015	0.970525	1.13471	1.94051	1.84999	0.363002	6.16235	7.00949
Ppfibp1	24.5641	15.8949	29.7472	21.1338	32.8166	30.4293	22.3838	22.5001	65.2888	54.8562
Ppfibp2	26.2466	22.4515	8.85862	14.233	9.94979	12.5246	9.71203	4.23396	42.4337	36.1644
Pphln1	1.51432	5.96064	5.25581	6.80468	6.20942	8.47673	2.5176	2.90706	8.02958	14.73
Ppia	38.6126	802.968	222.635	130.612	214.358	151.855	332.578	190.666	107.953	177.877
Ppib	0.0001	41.435	6.57271	3.97225	5.31703	8.26253	7.30717	1.93558	4.05623	12.5317
Ppic	4.37451	48.8765	11.374	5.49917	8.37879	7.84994	9.24956	6.77428	9.20446	8.02535
Ppid	14.6375	91.4944	20.1176	11.4891	15.3502	10.5842	43.3801	12.8227	12.749	16.9154
Ppie	2.94441	5.46393	1.74993	1.294	1.39655	0.970305	5.36479	3.02429	6.08434	7.619
Ppif	0.0001	7.05341	2.29675	1.294	1.74566	1.85231	5.73477	1.33074	2.26219	3.35242
Ppig	198.248	109.455	166.039	121.707	136.948	139.222	140.001	97.3996	190.187	111.463
Ppih	0.0001	6.45736	1.64057	2.14199	1.81748	3.17532	0.647562	1.45171	1.87217	2.23498
Ppil1	0.0001	4.86788	4.15595	2.5879	2.00749	2.82251	6.56722	0.604937	2.18419	3.55559
Ppil2	15.9835	63.9767	15.0922	9.27304	9.42612	10.1216	9.06457	13.3065	20.0042	23.3383
Ppil3	0.0001	14.1067	1.09374	0.64705	0.523768	1.49951	0.925046	0.604937	3.51024	2.43815
Ppil4	40.0427	66.7582	33.0282	27.9268	31.9438	24.608	24.5112	24.0726	47.7379	37.1804
Ppil6	0.0001	3.17906	0.546922	0.21575	0.0001	1.41131	0.0001	0.0001	1.40416	2.33656
Ppip5k1	13.7122	44.0088	4.70956	2.37225	6.37916	5.73313	5.36479	6.04847	11.9663	29.3421
Ppip5k2	24.9006	26.8225	7.32751	6.4696	9.25157	15.9291	25.3436	7.01621	15.7567	18.3871
Ppl	0.0001	6.45735	1.8593	2.80355	2.96755	2.02871	0.0001	2.17751	3.12022	0.101685
Ppm1a	63.5131	304.981	176.077	192.683	151.515	133.712	62.064	114.798	100.39	140.391
Ppm1b	86.3097	102.621	104.881	99.1054	90.5946	75.0588	44.2126	125.322	38.4556	51.3007
Ppm1d	4.79512	35.366	2.95294	1.7253	3.66578	4.58652	1.7575	2.17751	6.00633	5.18096
Ppm1e	0.0001	0.0001	17.061	8.84175	18.503	26.8442	10.7295	11.371	14.5867	16.1522
Ppm1f	0.0001	10.431	1.42184	2.37225	2.35661	3.70452	0.0001	3.02429	2.26219	6.80632
Ppm1g	1.68256	16.4909	14.4362	8.30263	9.64405	9.87855	18.314	9.6775	15.4447	25.4981
Ppm1h	3.11266	7.35143	6.99942	2.48007	6.89506	8.02349	5.73477	3.99203	9.86994	11.0729
Ppm1j	0.0001	0.0001	5.79641	2.5879	1.74566	0.264701	0.0001	0.725905	5.69433	2.13339
Ppm1k	2.5238	8.04683	13.8744	15.5269	16.3211	23.6229	2.03498	9.91943	20.7489	28.6472
Ppm1l	15.3105	73.4141	238.524	215.327	349.548	210.623	22.9388	244.959	49.9221	114.182
Ppm1m	0.0001	41.5252	2.95294	3.66615	5.1495	6.52693	0.370078	4.11299	3.51024	11.5808
Ppme1	1.26195	35.1673	22.7479	28.7894	20.5977	10.9294	14.3368	20.4436	49.61	49.4724
Ppnr	1.26195	9.04025	2.73421	1.94095	5.67317	4.41012	2.58995	8.10492	14.7427	8.53327
Ppox	17.4907	21.3587	3.99782	4.16452	2.46803	2.27979	1.9997	2.74056	7.1795	18.0523
Ppp1ca	8.16004	41.0287	16.6771	11.0902	7.34713	9.45266	17.8516	4.26762	16.9868	32.7106
Ppp1cb	9.50602	168.981	174.409	56.1777	150.69	99.0615	28.9509	79.2971	43.3613	103.771
Ppp1cc	16.6245	30.1191	52.0072	34.4852	50.6839	35.1314	64.0258	43.0861	18.2623	41.7499
Ppp1ccb	8.69682	51.4414	21.1578	17.9177	14.9495	7.20503	25.5088	1.18805	7.55692	8.33181
Ppp1r10	18.5913	14.6034	33.4656	24.5842	20.1613	14.1122	11.2844	17.6614	47.66	43.5801
Ppp1r11	1.93493	10.133	7.65561	8.6261	5.84773	8.82015	14.7067	4.4759	19.3449	15.1363
Ppp1r12a	3011.07	2222.55	1923.89	1422.84	1458.88	1076.68	405.399	1346.54	1076.15	832.803
Ppp1r12b	121.306	325.843	289.378	155.052	339.686	490.834	44.2125	335.685	203.666	257.316
Ppp1r12c	103.639	398.453	164.154	148.257	115.642	84.8483	65.301	81.1695	148.672	240.349
Ppp1r13b	0.420716	8.04683	1.31247	1.94095	1.04744	1.67591	0.0925946	2.17751	1.40416	6.19681
Ppp1r13l	0.0001	0.0001	1.64057	0.21575	0.349212	0.176501	0.0001	0.0001	0.468119	0.406442
Ppp1r14a	57.961	86.6266	42.6522	28.3581	29.8492	22.5794	8.69459	48.0242	16.6148	16.3553
Ppp1r14b	5.8046	38.6443	11.7021	11.9687	9.51341	6.52693	36.1654	9.43556	6.78637	21.6378
Ppp1r14c	0.0001	6.25866	3.0623	2.80355	2.09477	2.55791	1.01754	2.05655	8.03442	6.39998
Ppp1r14d	0.0842232	0.0001	0.765651	0.0001	0.261934	0.0001	0.0001	0.121067	1.40416	0.812783
Ppp1r15a	2.27143	0.496812	36.5279	10.8904	58.2147	2.99892	40.605	50.9273	10.6865	3.55559
Ppp1r15b	2.94441	12.0205	19.2483	10.7826	47.654	16.8464	44.3975	21.0485	12.4026	7.72059
Ppp1r16a	4.37451	22.5508	5.03086	8.1948	4.88767	3.43992	3.4224	6.41138	4.29027	14.1205
Ppp1r16b	0.0001	0.0001	2.29675	0.8627	0.698324	3.96912	2.03498	3.99202	3.66624	5.99364
Ppp1r18	2.1873	85.3345	30.6221	31.1616	27.7545	7.05614	16.7416	19.3549	9.82849	16.3553
Ppp1r18os	0.0001	2.88103	1.20311	3.0192	1.04744	0.882105	0.0001	0.846872	1.40416	1.62547
Ppp1r1a	12.1138	63.3805	19.5763	14.5565	13.0045	12.4364	5.0873	19.9597	7.02038	3.14925
Ppp1r1b	1.85081	0.0001	0.109464	0.539225	0.960158	0.793904	0.0001	0.242035	1.32615	3.96193
Ppp1r1c	0.0001	0.0001	0.0001	0.0001	0.349212	1.05851	4.43984	0.242035	0.624125	0.812783
Ppp1r2	2.01906	28.8094	38.2581	18.1993	37.8615	20.4626	13.8743	18.1452	14.2423	19.2339
Ppp1r2-ps4	0.0001	0.0001	0.0876448	0.0605587	0.10283	0.0001	0.0001	0.0001	4.16667	1.99768
Ppp1r21	4.12214	11.3251	4.48404	2.37225	4.53856	4.05732	1.38752	1.45171	13.4166	13.8157
Ppp1r26	0.0001	4.86787	1.42184	0.754875	1.22199	2.73431	0.0001	0.96784	8.97046	6.29839
Ppp1r32	0.0001	0.0001	0.0001	0.970525	0.0001	0.0883005	0.0001	0.0001	0.0001	0.0001
Ppp1r35	1.76669	1.39089	1.31247	0.0001	0.523768	0.793904	1.7575	0.121067	2.88621	1.32071
Ppp1r36	0.0001	0.0001	0.0001	0.323575	0.960158	0.882105	0.0001	0.0001	1.17015	0.0001
Ppp1r37	3.95389	32.2864	4.70277	3.12702	2.61844	2.29331	4.16236	3.62912	4.13426	8.02535
Ppp1r3b	2.69204	30.5975	14.6549	4.3131	13.0918	19.6688	3.5149	11.8549	3.43224	2.33656
Ppp1r3c	0.0001	5.46393	8.42116	8.73392	8.90246	5.38033	1.29502	12.5807	7.4884	7.31425
Ppp1r3d	0.0001	4.17248	2.40612	2.1566	3.5785	1.32311	0.370078	1.33074	0.0781031	0.812783
Ppp1r3e	2.01906	0.0001	0.218829	0.0001	0.0001	0.176501	0.0001	0.121067	1.48216	0.609612
Ppp1r3f	0.0001	6.05998	1.74993	0.8627	2.26933	2.46971	6.28973	1.45171	5.30426	7.92376
Ppp1r7	4.03801	17.4844	31.3877	25.4468	30.4601	21.521	9.61954	18.6291	20.8269	17.676
Ppp1r8	13.2916	25.3324	5.24959	5.82265	5.67317	5.29213	0.0925946	1.93558	4.52428	4.57144
Ppp1r9a	24.48	119.608	44.6208	34.5041	32.5548	63.1516	20.6264	23.9517	76.9112	97.9284
Ppp1r9b	4.37451	40.8298	21.1074	24.7999	15.0119	10.4077	13.1343	13.4275	10.6085	17.0664
Ppp2ca	28.2627	141.318	165.031	115.049	157.624	89.5236	114.971	136.935	71.6069	100.062
Ppp2cb	0.0001	0.0001	2.40612	0.107925	0.261934	0.617503	1.665	0.121067	1.01414	1.62547
Ppp2r1a	0.0001	31.0943	13.3426	13.586	9.16429	16.9346	13.1343	6.29041	36.5055	47.9486
Ppp2r1b	0.0001	10.7291	12.6864	12.0765	10.9098	5.99773	11.5619	2.54042	3.28696	5.77922
Ppp2r2a	11.1044	60.6982	69.6865	54.0978	77.901	52.1664	66.5039	75.1211	58.014	75.8186
Ppp2r2b	0.0001	7.15274	6.12451	5.28352	3.66578	8.64375	8.23212	1.45171	10.6085	16.4569
Ppp2r2c	0.0001	21.3587	29.5285	32.5632	28.9764	33.1635	25.3436	25.6452	49.2981	50.996
Ppp2r2d	8.74892	23.0475	29.471	40.8658	24.6998	11.9072	11.1026	13.6694	14.5087	25.7012
Ppp2r3a	19.7691	53.1483	74.368	59.6274	66.5059	60.7702	23.9562	38.1049	35.9595	77.1034
Ppp2r3c	4.20626	0.794839	9.85177	7.4038	4.4434	8.53619	2.9123	2.4369	17.7838	20.2879
Ppp2r3d	31.3781	72.7187	12.5582	8.30262	7.86519	6.53273	8.87958	8.83072	17.2388	34.5183
Ppp2r5a	41.9776	178.618	106.871	99.1786	131.501	38.4829	43.5651	132.065	46.4302	52.9691
Ppp2r5b	4.62688	18.5771	3.93722	4.7444	5.67317	9.52575	1.20253	2.90332	20.9829	29.9678
Ppp2r5c	0.0842232	48.7772	47.683	44.7475	52.716	52.5676	32.5582	27.8226	45.3199	52.4182
Ppp2r5d	0.0001	0.0001	10.3904	6.47874	5.27734	6.99948	18.078	7.10276	4.7717	14.7553
Ppp2r5e	5.8046	66.8574	36.5278	37.7389	33.864	33.9574	27.7485	27.7016	15.3667	21.9425
Ppp3ca	43.9966	256.304	211.402	133.703	215.228	165.905	123.573	138.145	94.5398	150.042
Ppp3cb	0.0001	83.249	23.6228	20.9702	29.7619	23.285	12.9493	12.7017	26.9112	50.6912
Ppp3cc	0.0001	0.0001	0.546922	1.294	1.13471	2.29331	0.462573	2.05655	0.936137	2.23498
Ppp3r1	13.7122	157.656	45.277	24.3685	32.6421	38.5437	50.5947	22.1371	24.3371	46.6278
Ppp4c	21.115	26.7232	18.3733	19.4881	9.5134	5.29213	32.6507	29.1532	4.52428	9.0412
Ppp4r1	0.0001	4.86787	13.78	8.08697	12.3936	4.41012	10.1745	3.99202	9.43848	11.8856
Ppp4r1l-ps	214.008	136.198	27.0131	25.8781	25.2234	50.6493	14.1518	38.7097	59.3604	35.555
Ppp4r2	22.0373	88.6775	87.1911	52.9289	78.5567	40.1942	68.5713	48.9783	51.2145	35.4787
Ppp4r3a	8.3283	26.6239	42.871	24.5842	50.185	17.993	33.8531	31.8145	42.881	33.1169
Ppp4r3b	27.0036	25.8291	61.0255	51.9717	87.9765	37.1325	27.101	52.1371	31.5913	38.8057
Ppp4r4	4.03801	0.0001	2.07802	0.8627	2.09477	1.41131	5.73477	2.41945	1.01414	0.812783
Ppp5c	13.2074	131.033	18.4827	10.8904	21.2087	16.9346	23.9562	7.25815	11.4666	28.7488
Ppp6c	4.54275	4.86787	13.5613	9.81217	15.2737	8.64375	16.7416	24.0726	6.70837	3.65717
Ppp6r1	123.409	250.84	73.0555	72.2428	74.7973	52.3454	35.1481	85.2822	108.034	116.112
Ppp6r2	5.55223	13.908	16.5141	14.7721	19.2885	8.82015	12.4869	10.5243	14.2747	21.841
Ppp6r3	34.9954	78.3814	56.2134	44.5318	51.2323	56.8894	49.4847	34.4758	43.9938	66.9448
Pprc1	1.93493	31.293	42.2148	23.7216	32.293	5.11572	19.979	33.1452	6.00634	2.94608
Ppt1	23.8441	103.84	45.8553	26.9576	52.5975	53.2501	38.2929	33.9109	33.0925	41.0652
Ppt2	0.0001	0.0001	1.5312	1.40182	0.87288	0.705704	0.0001	1.08881	1.79417	3.35242
Pptc7	0.0001	3.65352	18.0992	7.71055	44.4028	8.95014	20.9767	22.491	7.64982	5.81151
Ppwd1	21.6198	15.6962	7.9837	9.83709	7.1569	8.11454	14.5217	4.23396	18.1818	10.8236
Pqbp1	24.1435	63.9766	14.2175	8.41045	6.19684	14.9942	24.6037	10.4033	24.8051	24.279
Pqlc2	0.504839	5.36459	5.35896	5.607	2.00749	2.82251	2.68244	4.71783	6.00634	1.32071
Pqlc3	0.0001	0.0001	8.96798	10.0278	7.76784	3.43992	5.08731	7.01621	3.58824	0.304856
Pradc1	0.0001	11.1264	0.546922	0.539225	0.174656	0.441102	2.12748	0.0001	0.234109	0.609612
Praf2	0.0001	3.57642	2.72339	1.50965	0.382256	1.42398	0.0001	0.0001	4.97445	3.81401
Prag1	10.2631	13.2126	3.93722	4.20527	6.02228	3.26352	0.0001	2.17751	4.44628	4.57144
Pram1	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.462566	0.121066	0.234108	0.609393
Pramef8	0.0001	0.0001	3.71849	3.55832	4.01489	2.82251	2.03498	1.93558	1.63816	4.57144
Pramel7	0.0001	0.0001	0.0001	0.539225	0.523768	0.176501	0.0001	0.0001	0.156106	0.0001
Prap1	2.43967	0.0001	0.328193	1.94095	2.53116	0.264701	1.11004	1.69364	34.1655	10.8697
Prc1	11.2205	25.0344	2.46367	0.862697	1.04744	2.87357	0.0001	3.33361	3.02071	5.70323
Prcc	3.36503	10.6297	5.79641	4.96005	5.49861	4.23372	2.40496	2.17751	7.87841	0.711198
Prcp	8.41242	0.0994423	4.48404	5.93047	6.63323	11.6426	2.77494	2.29848	6.63036	6.70474
Prdm1	0.0001	0.0001	0.437558	2.69572	2.18205	0.441102	0.0001	2.17751	0.468119	3.14925
Prdm10	11.6091	7.35143	2.73421	2.37225	2.35661	2.20511	4.06986	3.38719	10.0625	7.21266
Prdm11	6.1411	6.85472	10.2804	8.84175	9.16429	9.26115	2.77494	7.01621	7.5664	9.54913
Prdm15	5.63636	20.2659	5.35896	3.12702	5.84772	3.96912	0.370078	3.87106	12.4026	9.95547
Prdm16	0.0001	21.3587	5.03086	3.4505	5.06222	12.8774	10.452	4.59686	12.4026	12.9014
Prdm16os	0.0001	0.0001	0.0001	0.0001	0.0001	0.705704	0.0001	0.121067	2.34019	2.33656
Prdm2	36.6778	46.1943	66.4937	73.6446	59.8728	27.7832	18.4065	55.0403	32.5274	40.0247
Prdm4	0.0001	8.14617	6.23387	6.4696	8.37879	3.52812	0.0001	2.90332	0.0001	3.14925
Prdm5	0.0001	0.397469	5.87361	5.82265	5.74307	15.6668	0.740057	1.34663	5.77233	5.48571
Prdm6	0.0001	0.0001	3.49976	2.91137	2.35661	4.32192	0.0001	1.93558	0.156106	2.03181
Prdm8	0.0001	0.0001	0.437558	0.21575	0.952005	1.21494	0.0001	0.242035	0.0781031	0.0001
Prdm9	1.00958	0.0994423	0.98438	0.659706	0.43649	0.793904	0.0001	0.96784	7.25439	4.97778
Prdx1	8.58067	235.541	57.0883	36.1215	47.5666	33.6045	75.5682	39.4355	19.2669	51.1991
Prdx2	7.57119	154.877	34.1218	25.1233	21.6451	32.1933	52.722	14.2743	34.7115	65.4212
Prdx3	0.0001	12.7159	2.62485	1.83312	3.49122	3.26352	6.9372	1.08881	5.22631	2.23498
Prdx4	0.0001	38.1476	0.98438	2.37225	1.39655	2.82251	0.0001	1.33074	1.95018	6.19681
Prdx5	0.925455	23.5442	6.99942	4.42092	5.32406	7.67354	9.24956	2.90332	12.4806	22.5521
Prdx6	3.02854	92.2893	29.7473	18.7616	13.0045	26.9013	46.8949	10.8872	33.8534	49.1674
Preb	40.9682	115.829	19.2482	22.5355	21.9069	18.0812	30.0609	17.4194	20.7489	28.9519
Prelid1	0.0001	4.91133	5.14887	6.4535	4.64547	5.98788	7.23987	1.80795	4.45451	12.127
Prelid2	1.51432	7.35143	1.00913	1.07835	2.00749	0.882105	0.0001	1.45171	0.468119	3.04766
Prelid3a	0.0001	0.0994423	0.546922	1.294	0.087378	0.882105	0.0001	0.0001	2.88621	1.01595
Prelid3b	9.33778	32.5844	23.6228	14.6643	14.9246	11.1134	9.06457	14.8791	5.69433	8.43169
Prelp	0.0001	13.312	24.279	18.6538	11.6954	19.8452	1.20253	4.23396	5.77233	7.82218
Prep	0.0001	1.09287	21.7636	15.3112	16.4084	7.05614	5.54978	11.9759	0.936137	0.711198
Prepl	0.25247	0.000100139	0.875015	0.970525	2.09477	3.61632	0.000100115	1.93558	8.19042	12.2919
Prex1	0.0001	8.64288	0.765651	0.323575	0.261934	3.70452	0.0001	0.242035	4.05626	4.26669
Prex2	0.0001	8.77888	8.25061	9.27897	9.0481	19.226	10.6269	6.21054	24.5309	26.3506
Prg4	0.0001	15.8986	2.44843	0.0001	1.37525	0.707406	3.9511	0.0001	0.546122	0.593146
Prickle1	0.0001	1.8876	7.21815	6.25395	5.49862	6.96793	1.11004	2.66138	13.1046	17.676
Prickle2	56.3316	81.5595	161.093	148.905	170.801	84.3193	28.3959	242.057	47.8939	38.501
Prickle3	3.23795	21.3694	4.53941	3.69573	4.71549	4.81982	1.78502	4.82259	7.43936	12.5369
Prim1	0.0001	0.0001	0.656287	0.107925	1.74566	1.67591	0.0001	0.0001	0.702128	0.0001
Prim2	4.62688	0.0994423	3.17167	2.37225	1.30927	5.20393	7.12219	1.08881	1.63816	2.53973
Prima1	5.63635	0.0001	0.0001	0.21575	0.0001	0.0001	0.0001	0.0001	0.936137	2.64132
Primpol	0.673086	2.98037	1.5312	0.609564	0.988069	1.20584	0.555068	0.0001	2.10618	1.51556
Prkaa1	0.0001	56.7246	15.7486	8.30262	24.2634	11.4662	4.80982	8.83073	6.55237	5.89206
Prkaa2	3.02854	22.1534	134.737	65.0186	154.919	76.9109	6.38223	75.4838	18.4088	35.2502
Prkab1	0.0001	0.0001	2.40612	1.83312	0.698324	1.05851	2.40496	0.604937	2.34019	1.01595
Prkab2	19.6849	85.6332	74.9146	62.7542	88.063	48.5105	8.32462	61.8143	18.7988	42.5644
Prkaca	1.85081	83.3483	19.3576	18.0069	15.0992	17.2874	13.6893	6.29041	43.2138	68.875
Prkacb	85.6375	128.549	131.237	181.793	144.445	136.27	109.606	200.685	89.7038	124.544
Prkag1	16.9089	76.7917	15.3111	11.1061	14.8374	14.906	23.4937	10.1614	28.3837	28.5456
Prkag2	77.4777	104.309	43.1991	29.7597	21.2087	28.8416	17.2966	30.6048	35.6474	41.6915
Prkag2os2	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	2.39672
Prkag3	0.0001	5.76196	1.42184	1.18617	1.04744	0.882105	0.0001	3.62912	2.18419	1.32071
Prkar1a	25.9941	399.34	129.052	70.0864	148.983	129.567	192.662	108.267	89.7044	120.176
Prkar1b	0.0001	153.585	17.8265	21.026	13.2664	18.7868	23.5863	6.53234	27.5352	63.8973
Prkar2a	54.0072	80.5667	274.067	265.249	254.676	119.688	92.3095	225.478	81.8255	92.443
Prkar2b	0.0001	3.77511	17.061	11.9687	13.9646	11.4662	0.0001	8.34686	10.0625	9.54913
Prkca	11.3567	56.9233	40.9024	33.8571	34.9986	87.5832	21.4589	39.9194	55.1483	69.6877
Prkcb	3.11266	97.6536	45.7144	37.5232	49.1376	63.9454	50.5947	26.9758	35.6475	50.8944
Prkcd	23.0499	31.4917	19.467	10.7826	15.5356	4.67472	35.2405	21.2904	17.1608	16.5585
Prkce	30.7051	299.518	96.6786	64.0481	106.477	77.7931	35.4255	82.9837	38.3776	48.4563
Prkcg	0.0001	3.37774	3.49976	4.63657	1.04744	0.176501	2.40496	4.59686	0.624125	0.0001
Prkch	0.0001	0.0001	1.09374	3.23485	3.75305	0.705704	0.0001	1.08881	0.0001	1.82864
Prkci	3.53328	11.1264	7.65561	3.34267	15.1865	5.90953	14.4293	6.53234	9.90649	11.6824
Prkcq	15.8994	26.9219	16.6235	20.0555	24.1761	12.9656	0.0001	19.9597	11.3886	11.0729
Prkcsh	12.2821	20.862	5.90578	8.08698	5.23678	6.70334	21.6438	3.02429	15.6007	16.6601
Prkcz	4.62688	25.7298	1.96866	5.28352	2.793	5.29213	0.925046	4.4759	6.24035	13.1046
Prkd1	0.0001	0.794839	2.84358	0.64705	2.18205	2.20511	0.0001	0.725905	0.0001	1.4223
Prkd2	2.94441	4.66919	2.29675	2.1566	3.22939	1.67591	4.25485	0.242035	1.95018	4.46986
Prkd3	16.8248	27.816	60.6973	53.05	55.6836	41.1896	6.38223	25.8872	15.9907	31.1869
Prkdc	0.0001	0.0001	0.656287	1.50965	1.04744	3.61632	0.0001	0.363002	3.66624	10.1586
Prkg1	16.2359	17.385	44.4021	32.5633	59.1744	26.9894	9.15707	53.4678	30.0313	22.552
Prkg2	12.1138	0.0001	0.875015	3.12702	1.13471	2.29331	0.0001	1.20977	9.67248	12.1904
Prkn	5.46811	13.5107	3.49976	5.39135	3.14211	9.08475	0.0001	2.90332	2.73021	7.41583
